date,discharge
2006-03-13,6.950549450549451
2006-03-14,6.978021978021978
2006-03-15,7.0054945054945055
2006-03-16,7.032967032967033
2006-03-17,7.06043956043956
2006-03-18,7.087912087912088
2006-03-19,7.115384615384615
2006-03-20,7.142857142857142
2006-03-21,7.17032967032967
2006-03-22,7.197802197802198
2006-03-23,7.225274725274725
2006-03-24,7.252747252747253
2006-03-25,7.28021978021978
2006-03-26,7.3076923076923075
2006-03-27,7.335164835164836
2006-03-28,7.362637362637363
2006-03-29,7.3901098901098905
2006-03-30,7.417582417582418
2006-03-31,7.445054945054945
2006-04-01,7.472527472527473
2006-04-02,7.5
2006-04-03,7.527472527472527
2006-04-04,7.554945054945055
2006-04-05,7.582417582417582
2006-04-06,7.6098901098901095
2006-04-07,7.637362637362637
2006-04-08,7.664835164835164
2006-04-09,7.692307692307692
2006-04-10,7.71978021978022
2006-04-11,7.747252747252747
2006-04-12,7.774725274725275
2006-04-13,7.802197802197802
2006-04-14,7.82967032967033
2006-04-15,7.857142857142858
2006-04-16,7.884615384615385
2006-04-17,7.912087912087912
2006-04-18,7.93956043956044
2006-04-19,7.967032967032967
2006-04-20,7.9945054945054945
2006-04-21,8.021978021978022
2006-04-22,8.04945054945055
2006-04-23,8.076923076923077
2006-04-24,8.104395604395604
2006-04-25,8.131868131868131
2006-04-26,8.159340659340659
2006-04-27,8.186813186813186
2006-04-28,8.214285714285715
2006-04-29,8.241758241758241
2006-04-30,8.26923076923077
2006-05-01,8.296703296703296
2006-05-02,8.324175824175825
2006-05-03,8.351648351648352
2006-05-04,8.37912087912088
2006-05-05,8.406593406593407
2006-05-06,8.434065934065934
2006-05-07,8.461538461538462
2006-05-08,8.489010989010989
2006-05-09,8.516483516483516
2006-05-10,8.543956043956044
2006-05-11,8.571428571428571
2006-05-12,8.598901098901099
2006-05-13,8.626373626373626
2006-05-14,8.653846153846153
2006-05-15,8.68131868131868
2006-05-16,8.708791208791208
2006-05-17,8.736263736263737
2006-05-18,8.763736263736263
2006-05-19,8.791208791208792
2006-05-20,8.818681318681318
2006-05-21,8.846153846153847
2006-05-22,8.873626373626374
2006-05-23,8.901098901098901
2006-05-24,8.928571428571429
2006-05-25,8.956043956043956
2006-05-26,8.983516483516484
2006-05-27,9.010989010989011
2006-05-28,9.038461538461538
2006-05-29,9.065934065934066
2006-05-30,9.093406593406593
2006-05-31,9.12087912087912
2006-06-01,9.14835164835165
2006-06-02,9.175824175824175
2006-06-03,9.203296703296704
2006-06-04,9.23076923076923
2006-06-05,9.258241758241759
2006-06-06,9.285714285714285
2006-06-07,9.313186813186814
2006-06-08,9.34065934065934
2006-06-09,9.368131868131869
2006-06-10,9.395604395604396
2006-06-11,9.423076923076923
2006-06-12,9.45054945054945
2006-06-13,9.478021978021978
2006-06-14,9.505494505494505
2006-06-15,9.532967032967033
2006-06-16,9.56043956043956
2006-06-17,9.587912087912088
2006-06-18,9.615384615384615
2006-06-19,9.642857142857142
2006-06-20,9.670329670329672
2006-06-21,9.697802197802197
2006-06-22,9.725274725274726
2006-06-23,9.752747252747252
2006-06-24,9.780219780219781
2006-06-25,9.807692307692307
2006-06-26,9.835164835164836
2006-06-27,9.862637362637361
2006-06-28,9.89010989010989
2006-06-29,9.917582417582418
2006-06-30,9.945054945054945
2006-07-01,9.972527472527473
2006-07-02,10.0
2006-07-03,10.027472527472527
2006-07-04,10.054945054945055
2006-07-05,10.082417582417582
2006-07-06,10.10989010989011
2006-07-07,10.137362637362637
2006-07-08,10.164835164835164
2006-07-09,10.192307692307693
2006-07-10,10.219780219780219
2006-07-11,10.247252747252748
2006-07-12,10.274725274725274
2006-07-13,10.302197802197803
2006-07-14,10.329670329670328
2006-07-15,10.357142857142858
2006-07-16,10.384615384615383
2006-07-17,10.412087912087912
2006-07-18,10.43956043956044
2006-07-19,10.467032967032967
2006-07-20,10.494505494505495
2006-07-21,10.521978021978022
2006-07-22,10.54945054945055
2006-07-23,10.576923076923077
2006-07-24,10.604395604395604
2006-07-25,10.631868131868131
2006-07-26,10.65934065934066
2006-07-27,10.686813186813186
2006-07-28,10.714285714285715
2006-07-29,10.741758241758241
2006-07-30,10.76923076923077
2006-07-31,10.796703296703296
2006-08-01,10.824175824175825
2006-08-02,10.85164835164835
2006-08-03,10.87912087912088
2006-08-04,10.906593406593407
2006-08-05,10.934065934065934
2006-08-06,10.961538461538462
2006-08-07,10.989010989010989
2006-08-08,11.016483516483516
2006-08-09,11.043956043956044
2006-08-10,11.071428571428571
2006-08-11,11.098901098901099
2006-08-12,11.126373626373626
2006-08-13,11.153846153846153
2006-08-14,11.181318681318682
2006-08-15,11.208791208791208
2006-08-16,11.236263736263737
2006-08-17,11.263736263736263
2006-08-18,11.291208791208792
2006-08-19,11.318681318681318
2006-08-20,11.346153846153847
2006-08-21,11.373626373626372
2006-08-22,11.401098901098901
2006-08-23,11.428571428571429
2006-08-24,11.456043956043956
2006-08-25,11.483516483516484
2006-08-26,11.510989010989011
2006-08-27,11.538461538461538
2006-08-28,11.565934065934066
2006-08-29,11.593406593406593
2006-08-30,11.62087912087912
2006-08-31,11.648351648351648
2006-09-01,11.675824175824175
2006-09-02,11.703296703296704
2006-09-03,11.73076923076923
2006-09-04,11.758241758241759
2006-09-05,11.785714285714285
2006-09-06,11.813186813186814
2006-09-07,11.84065934065934
2006-09-08,11.868131868131869
2006-09-09,11.895604395604394
2006-09-10,11.923076923076923
2006-09-11,11.95054945054945
2006-09-12,11.978021978021978
2006-09-13,12.005494505494505
2006-09-14,12.032967032967033
2006-09-15,12.06043956043956
2006-09-16,12.087912087912088
2006-09-17,12.115384615384615
2006-09-18,12.142857142857142
2006-09-19,12.170329670329672
2006-09-20,12.197802197802197
2006-09-21,12.225274725274726
2006-09-22,12.252747252747252
2006-09-23,12.280219780219781
2006-09-24,12.307692307692307
2006-09-25,12.335164835164836
2006-09-26,12.362637362637361
2006-09-27,12.39010989010989
2006-09-28,12.417582417582418
2006-09-29,12.445054945054945
2006-09-30,12.472527472527473
2006-10-01,12.5
2006-10-02,12.527472527472527
2006-10-03,12.554945054945055
2006-10-04,12.582417582417582
2006-10-05,12.60989010989011
2006-10-06,12.637362637362637
2006-10-07,12.664835164835164
2006-10-08,12.692307692307693
2006-10-09,12.719780219780219
2006-10-10,12.747252747252748
2006-10-11,12.774725274725274
2006-10-12,12.802197802197803
2006-10-13,12.829670329670328
2006-10-14,12.857142857142858
2006-10-15,12.884615384615383
2006-10-16,12.912087912087912
2006-10-17,12.93956043956044
2006-10-18,12.967032967032967
2006-10-19,12.994505494505495
2006-10-20,13.021978021978022
2006-10-21,13.04945054945055
2006-10-22,13.076923076923077
2006-10-23,13.104395604395604
2006-10-24,13.131868131868131
2006-10-25,13.159340659340659
2006-10-26,13.186813186813186
2006-10-27,13.214285714285714
2006-10-28,13.241758241758241
2006-10-29,13.269230769230768
2006-10-30,13.296703296703297
2006-10-31,13.324175824175825
2006-11-01,13.351648351648352
2006-11-02,13.37912087912088
2006-11-03,13.406593406593407
2006-11-04,13.434065934065934
2006-11-05,13.461538461538462
2006-11-06,13.489010989010989
2006-11-07,13.516483516483516
2006-11-08,13.543956043956044
2006-11-09,13.571428571428571
2006-11-10,13.598901098901099
2006-11-11,13.626373626373626
2006-11-12,13.653846153846153
2006-11-13,13.68131868131868
2006-11-14,13.708791208791208
2006-11-15,13.736263736263735
2006-11-16,13.763736263736263
2006-11-17,13.791208791208792
2006-11-18,13.81868131868132
2006-11-19,13.846153846153847
2006-11-20,13.873626373626374
2006-11-21,13.901098901098901
2006-11-22,13.928571428571429
2006-11-23,13.956043956043956
2006-11-24,13.983516483516484
2006-11-25,14.010989010989011
2006-11-26,14.038461538461538
2006-11-27,14.065934065934066
2006-11-28,14.093406593406593
2006-11-29,14.12087912087912
2006-11-30,14.148351648351648
2006-12-01,14.175824175824175
2006-12-02,14.203296703296703
2006-12-03,14.23076923076923
2006-12-04,14.258241758241757
2006-12-05,14.285714285714285
2006-12-06,14.313186813186814
2006-12-07,14.340659340659341
2006-12-08,14.368131868131869
2006-12-09,14.395604395604396
2006-12-10,14.423076923076923
2006-12-11,14.45054945054945
2006-12-12,14.478021978021978
2006-12-13,14.505494505494505
2006-12-14,14.532967032967033
2006-12-15,14.56043956043956
2006-12-16,14.587912087912088
2006-12-17,14.615384615384615
2006-12-18,14.642857142857142
2006-12-19,14.67032967032967
2006-12-20,14.697802197802197
2006-12-21,14.725274725274724
2006-12-22,14.752747252747252
2006-12-23,14.78021978021978
2006-12-24,14.807692307692308
2006-12-25,14.835164835164836
2006-12-26,14.862637362637363
2006-12-27,14.89010989010989
2006-12-28,14.917582417582418
2006-12-29,14.945054945054945
2006-12-30,14.972527472527473
2006-12-31,15.0
